Time,Favorites,Retweets,Text,Clean Tweet,Compound,Negative,Positive,Neutral
2021-12-09,49,10,"@NatixisResearch Join The Deep Dive markets newsletter for premium #Bitcoin analysis.

→ Keep up with the mining industry ⛏
→ Macro landscape breakdowns 🗺
→ On-chain &amp; derivatives data 📈

Get A Weekly Issue FREE 👇
https://t.co/778xeqD9ek https://t.co/CKr5PNa0rP", Join   Deep Dive markets newsletter for premium   analysis.  → Keep up w h the mining industry  → Macro landscape breakdowns  → On-chain &amp; derivatives data   Get A Weekly Issue FREE   ,0.7378,0.0,0.221,0.779
2021-12-08,528,36,"Okay crypto twitter, your dream job awaits. @DCGco is hiring a crypto trader

https://t.co/6mxHCoUW4h","Okay crypto tw ter, your dream job awa s.  is hiring a crypto trader  ",0.4404,0.0,0.262,0.738
2021-12-08,56,17,"Join the Deep Dive newsletter for premium analysis of the Bitcoin markets!

→ Coverage of miner accumulation trends 📈
→ Updates on derivatives markets ✅
→ Breakdowns of on-chain data 🧮

Get a free preview every week 🤿👇
https://t.co/778xeqD9ek https://t.co/Fso1iD1UZw",Join the Deep Dive newsletter for premium analysis of the B coin markets!  → Coverage of miner accumulation trends  → Updates on derivatives markets  → Breakdowns of on-chain data   Get a free preview every week   ,0.6996,0.0,0.171,0.829
2021-12-08,121,17,"Bitcoin Futures Open Interest Falls by 83,000 BTC...

A series of swift liquidations took the bitcoin price down to a potential bottom of $42,000.

More analysis from @DylanLeClair_ and @samjrule:
https://t.co/lsMfxMPgei","B coin Futures Open Interest Falls by , BTC...  A series of swift liquidations took the b coin price down to a potential bottom of $,.  More analysis from _ and : ",0.5859,0.0,0.173,0.827
2021-12-07,341,48,"PSA: Big $ZEN price differential on Coinbase vs other exchanges, so they are trying to slow the market down https://t.co/DxmTXoPUwK","PSA: Big $ZEN price differential on Coinbase vs other exchanges, so they are trying to slow the market down ",0.0,0.0,0.0,1.0
2021-12-07,42,6,"For more insights into Bitcoin price action, join the Deep Dive markets newsletter 👇

Readers enjoy detailed breakdowns of ⛓ on-chain data, 🌋 miner accumulation trends, and 📈 derivatives markets!

Subscribe for a FREE weekly preview 🤿⬇️
https://t.co/778xeqD9ek https://t.co/K0hYH5uExb","For more insights into B coin price action, join the Deep Dive markets newsletter   Readers enjoy detailed breakdowns of  on-chain data,  miner accumulation trends, and  derivatives markets!  Subscribe for a FREE weekly preview   ",0.8666,0.0,0.258,0.742
2021-12-06,1413,49,I feel like we need to protect Reese from crypto twitter https://t.co/pWoNyhV9F7,I feel like we need to protect Reese from crypto tw ter ,0.6249,0.0,0.362,0.638
2021-12-06,90,15,"Join the Deep Dive newsletter 🤿 for premium insights into #Bitcoin markets 👇

+ Updates on Bitcoin derivatives markets 📈
+ Detailed breakdowns of on-chain data ⛓️
+ Analysis of the mining industry 🌋

Preview for FREE ⬇️
https://t.co/778xeqD9ek https://t.co/PdPNhMC6BR",Join the Deep Dive newsletter  for premium insights into   markets   + Updates on B coin derivatives markets  + Detailed breakdowns of on-chain data  + Analysis of the mining industry   Preview for FREE   ,0.7378,0.0,0.193,0.807
2021-12-03,64,11,"@RiotBlockchain For more insights into miner accumulation trends, join the Deep Dive markets newsletter 🤿

Subscribe for a free weekly issue ⬇️
https://t.co/778xeqD9ek https://t.co/BB027p0HLh"," For more insights into miner accumulation trends, join the Deep Dive markets newsletter   Subscribe for a free weekly issue   ",0.6705,0.0,0.256,0.744
2021-12-03,89,11,"The #bitcoin miner produced 196 BTC in November, down from 417.7 in the month before.

@namcios with more:

https://t.co/mgaHg8ng0M","    miner produced  BTC in November, down from . in the month before.   w h more:  ",0.0,0.0,0.0,1.0
2021-12-03,2134,302,"NEW - #Bitcoin miner Bitfarms mined more than 3,000 BTC this year worth over $166,200,000  🤯 https://t.co/ZA1MdjWYnr","NEW -   miner B farms mined more than , BTC this year worth over $,,   ",0.2263,0.0,0.147,0.853
2021-12-03,2243,361,"JUST IN - Miner Marathon now holds 7,649 BTC worth over $437,000,000.

It's keeping 100% of the #bitcoin it mines 🙌 https://t.co/IiQc5o2pCg","JUST IN - Miner Marathon now holds , BTC worth over $,,.   's keeping % of the     mines  ",0.2263,0.0,0.119,0.881
2021-12-03,3488,365,1 BTC = 1 BTC, BTC =  BTC,0.0,0.0,0.0,1.0
2021-12-02,79,22,"@Bitfarms_io For additional insights into the Bitcoin mining industry join our premium markets newsletter 📩

The Deep Dive covers ⌛️derivatives markets, 📈 price action, ⛓️ on-chain data, 🗺️ the macro economic landscape, and more!

Subscribe for a free weekly issue: https://t.co/778xeqD9ek https://t.co/0DYNG9ep8A","_io For add ional insights into the B coin mining industry join our premium markets newsletter     Deep Dive covers ⌛derivatives markets,  price action,  on-chain data,  the macro economic landscape, and more!  Subscribe for a free weekly issue:  ",0.7232,0.0,0.155,0.845
2021-12-02,177,17,"Hut 8 mined 256 #bitcoin in November. The Canadian miner has deposited all the BTC it mined into custody and now holds 5,242 in reserve.

@namcios with more:

https://t.co/DcwA6Ie0Q1","Hut  mined    in November.   Canadian miner has depos ed all the BTC   mined into custody and now holds , in reserve.   w h more:  ",0.0,0.0,0.0,1.0
2021-12-02,3047,382,"NEW - Miner Hut 8 now holds 5,242 BTC worth over $296,500,000.

It's keeping 100% of the #bitcoin it mines 🙌 https://t.co/4XUA0zhOiv","NEW - Miner Hut  now holds , BTC worth over $,,.   's keeping % of the     mines  ",0.2263,0.0,0.128,0.872
2021-12-02,512,71,"Coinbase’s podcast is really hitting its stride.

Subscribe and like on YouTube and in your favorite podcast app to help grow the cryptoeconomy and web3 💪

https://t.co/qKYOBNTXBv",Coinbase’s podcast is really h ting  s stride.  Subscribe and like on YouTube and in your favor e podcast app to help grow the cryptoeconomy and    ,0.7845,0.0,0.283,0.717
2021-12-01,2612,322,"#Bitcoin miners continue to come public, strengthening their capital structures &amp; the security of the entire BTC network in the process. GRIID has signed a $525m credit facility and will gain $246m in cash from their merger with $ADEX. Congratulations @treykelly3 &amp; @griid team. https://t.co/bAlRoTfugt","  miners continue to come public, strengthening their cap al structures &amp; the secur y of the entire BTC network in the process. GRIID has signed a $ cred  facil y and will gain $ in cash from their merger w h $ADEX. Congratulations  &amp;  team. ",0.8885,0.0,0.231,0.769
2021-12-01,810,121,"The billionaire’s bitcoin funding initiative Square Crypto has rebranded to Spiral, saying having “crypto” in its name led to confusion, as the company is focused solely on #Bitcoin.

@namcios covers the news:

https://t.co/MOGgAopMrJ","  billionaire’s b coin funding in iative Square Crypto has rebranded to Spiral, saying having “crypto” in  s name led to confusion, as the company is focused solely on  .   covers the news:  ",0.1027,0.069,0.082,0.849
2021-12-01,4019,693,NEW - Croatia's largest supermarket chain now accepts #bitcoin payments online https://t.co/Z263z3idCS,NEW - Croatia's largest supermarket chain now accepts   payments online ,0.3182,0.0,0.223,0.777
2021-12-01,5559,705,"Green energy #Bitcoin miner now earns $650,000 in $BTC per day and is HODLing almost all of it 🙌 https://t.co/4yd44cdfBt","Green energy   miner now earns $, in $BTC per day and is HODLing almost all of    ",0.2732,0.0,0.123,0.877
2021-12-01,4614,607,MicroStrategy has purchased the equivalent of 28% of all #Bitcoin created since its first $BTC buy 🤯 https://t.co/ZQtmHuX0qe,MicroStrategy has purchased the equivalent of % of all   created since  s first $BTC buy  ,0.25,0.0,0.143,0.857
2021-12-01,344,82,"Join us on Thursday, December 2nd at 10:00am ET for our Investor Advisory Committee Meeting.

The committee will hold two panel discussions:
1⃣ on crypto &amp; digital assets
2⃣ on @SECGov's potential role in addressing elder financial abuse issues

https://t.co/7ebVvpNp4j https://t.co/zUuwRE3sYE","Join us on Thursday, December  at : ET for our Investor Advisory Comm tee Meeting.    comm tee will hold two panel discussions: ⃣ on crypto &amp; dig al assets ⃣ on 's potential role in addressing elder financial abuse issues   ",-0.3182,0.1,0.093,0.808
2021-11-30,60,10,"@APompliano @SquawkCNBC Join the Deep Dive newsletter for premium insights into Bitcoin price action 🤿 

🧮 Keep up with miner accumulation trends
🔎 Understand essential on-chain data
💸 Follow the derivates markets

Sign up for a free weekly preview 👇
https://t.co/778xeqD9ek https://t.co/0wU210NbQ4",  Join the Deep Dive newsletter for premium insights into B coin price action     Keep up w h miner accumulation trends  Understand essential on-chain data  Follow the derivates markets  Sign up for a free weekly preview   ,0.6705,0.0,0.159,0.841
2021-11-30,1356,169,"Forbes: Did Bitcoin enter a bear market after falling 20% from its ATH?

#Bitcoin : Nice try. https://t.co/fBUpHMP62Q",Forbes: Did B coin enter a bear market after falling % from  s ATH?    : Nice try. ,0.296,0.111,0.194,0.694
2021-11-30,206,31,"The Purpose Bitcoin Yield ETF is live on the Toronto Stock Exchange under the ticker symbol BTCY.B.

@namcios covers the news:

https://t.co/uD9yCMgbf8",  Purpose B coin Yield ETF is live on the Toronto Stock Exchange under the ticker symbol BTCY.B.   covers the news:  ,0.0,0.0,0.0,1.0
2021-11-30,2835,368,MicroStrategy has acquired an average of 242 #Bitcoin PER DAY since it first bought $BTC 🤯 https://t.co/CXnmB970Ae,MicroStrategy has acquired an average of    PER DAY since   first bought $BTC  ,0.0,0.0,0.0,1.0
2021-11-29,74,14,"Subscribe to the Deep Dive markets newsletter for more insights into the macro-economic landscape 🌍⬇️

Preview FREE: https://t.co/778xeqD9ek https://t.co/ZSxCTAzejy",Subscribe to the Deep Dive markets newsletter for more insights into the macro-economic landscape   Preview FREE:  ,0.6166,0.0,0.212,0.788
2021-11-27,217,46,"Unlike other cryptocurrencies, bitcoin was not premined and is in unique regulatory position to serve as property for institutions and individuals. https://t.co/yyi66Rt1ah","Unlike other cryptocurrencies, b coin was not premined and is in unique regulatory pos ion to serve as property for inst utions and individuals. ",0.0,0.0,0.0,1.0
2021-11-26,3562,306,"CNBC: Bitcoin is down 20% and in a bear market

#Bitcoin: Hahahahhahahahaha",CNBC: B coin is down % and in a bear market   : Hahahahhahahahaha,0.0,0.0,0.0,1.0
2021-11-26,18,3,"@APompliano @DylanLeClair_ ""The Deep Dive"" delivers the latest Bitcoin on-chain market intelligence directly to your inbox!
Check it out for free here!
https://t.co/778xeqlymM"," _ ""  Deep Dive"" delivers the latest B coin on-chain market intelligence directly to your inbox! Check   out for free here! ",0.7896,0.0,0.304,0.696
2021-11-26,1647,196,"#Bitcoin bull market ""not close"" to top — early exchange founder https://t.co/HNAUwZiDB9","  bull market ""not close"" to top — early exchange founder ",-0.1511,0.166,0.0,0.834
2021-11-26,13873,2753,JUST IN — Singapore approves #Bitcoin fund that buys and holds physical $BTC 🙌 https://t.co/c9HLCJDe8L,JUST IN — Singapore approves   fund that buys and holds physical $BTC  ,0.4019,0.0,0.213,0.787
2021-11-25,18,0,@davetroy @markgoodw_in Bitcoin not crypto., _in B coin not crypto.,0.0,0.0,0.0,1.0
2021-11-24,3908,764,"As #Bitcoin miners come public via the US capital markets they create a bridge between the traditional assets of the past and the digital assets of the future, accelerating institutional adoption of BTC as Digital Property. Congrats @PeterGWall and $ARBK.  https://t.co/twsdXNeHMC","As   miners come public via the US cap al markets they create a bridge between the trad ional assets of the past and the dig al assets of the future, accelerating inst utional adoption of BTC as Dig al Property. Congrats  and $ARBK.  ",0.7845,0.0,0.19,0.81
2021-11-24,4712,430,"It's not Thanksgiving unless you shill bitcoin and your favorite cryptos to your family members over turkey

Go get 'em!", 's not Thanksgiving unless you shill b coin and your favor e cryptos to your family members over turkey  Go get 'em!,0.4574,0.0,0.136,0.864
2021-11-24,5276,331,Bitcoin $BTC https://t.co/WcwqGRzlu1,B coin $BTC ,0.0,0.0,0.0,1.0
2021-11-24,54,17,"@Excellion @Blockstream Subscribe to the Deep Dive markets newsletter for premium insights into 👇

🧮 Bitcoin on-chain data and analysis
🌍 The macro-economic landscape
⚒️ Trends in the mining industry

Preview FREE → https://t.co/778xeqD9ek https://t.co/ZT5qb72urJ",  Subscribe to the Deep Dive markets newsletter for premium insights into    B coin on-chain data and analysis    macro-economic landscape  Trends in the mining industry  Preview FREE →  ,0.6166,0.0,0.144,0.856
2021-11-24,255,48,"@PresidenciaSV @nayibbukele @Excellion @Liquid_BTC El Salvador is using a federated #Bitcoin sidechain to issue a bond, a pivotal moment for Bitcoin’s evolution as a financial platform.

-@MartyBent Marty's Ƀent newsletter: https://t.co/liIM2040hX","   _BTC El Salvador is using a federated   sidechain to issue a bond, a pivotal moment for B coin’s evolution as a financial platform.  - Marty's Ƀent newsletter: ",0.0,0.0,0.0,1.0
2021-11-24,3,0,"@PrestonPysh @WClementeIII @DylanLeClair_ Get a free preview of the Deep Dive, our premium markets newsletter with coverage of 👇

→ On-chain accumulation trends #⃣
→ Bitcoin derivatives markets 📊
→ Mining industry insights 🌋

Read now 👉 https://t.co/778xeqD9ek https://t.co/48UvgsDYO1","  _ Get a free preview of the Deep Dive, our premium markets newsletter w h coverage of   → On-chain accumulation trends  ⃣ → B coin derivatives markets  → Mining industry insights   Read now   ",0.5106,0.0,0.125,0.875
2021-11-24,11,2,"@APompliano @DylanLeClair_ For more detailed insights into Bitcoin markets, leverage, derivatives, and on-chain data join the Deep Dive newsletter ⚡

Use code ""POMP"" to save 50% 👇
https://t.co/cXyGMWijqW https://t.co/wwN03hK4xZ"," _ For more detailed insights into B coin markets, leverage, derivatives, and on-chain data join the Deep Dive newsletter   Use code ""POMP"" to save %   ",0.6597,0.0,0.213,0.787
2021-11-24,2171,226,"""We have 529 #Bitcoin. In 5 years we’ll have $529 million."" – Phunware CEO on BTC treasury 🙌 https://t.co/8ggsRZFUEF","""We have   . In  years we’ll have $ million."" – Phunware CEO on BTC treasury  ",0.2023,0.0,0.141,0.859
2021-11-24,78,11,"@collision Deep Dive readers enjoy exclusive daily emails covering:

🌍 The global macro-economic landscape
⛓️ Insights from on-chain data
📈 Bitcoin derivatives markets 

Preview FREE here → https://t.co/778xeqD9ek https://t.co/IW0cmgbPBQ", Deep Dive readers enjoy exclusive daily emails covering:     global macro-economic landscape  Insights from on-chain data  B coin derivatives markets   Preview FREE here →  ,0.8286,0.0,0.327,0.673
2021-11-23,23,6,"@APompliano @DylanLeClair_ Join the Deep Dive markets newsletter for premium insights into on-chain data, price action, and more 🤿

Save 50% using promo code ""POMP"" 👇
https://t.co/cXyGMWijqW https://t.co/IqYm6EOcV0"," _ Join the Deep Dive markets newsletter for premium insights into on-chain data, price action, and more   Save % using promo code ""POMP""   ",0.6901,0.0,0.231,0.769
2021-11-23,75,54,@federalreserve @FDICgov @USOCC issue joint statement on crypto-asset policy initiative and next steps: https://t.co/3wGwBsZ7C0,   issue joint statement on crypto-asset policy in iative and next steps: ,0.0,0.0,0.0,1.0
2021-11-22,995,118,"Assets under management for futures-based bitcoin ETFs:

$BITO: $1.4 billion
$BTF: $57 million
$XBTF:  $8 million

AUM for spot-based Grayscale Bitcoin Trust $GBTC: $36.9 billion 

Investors have voted and they want a spot-based bitcoin ETF
 https://t.co/204rsAo7kS",Assets under management for futures-based b coin ETFs:  $BITO: $. billion $BTF: $ million $XBTF:  $ million  AUM for spot-based Grayscale B coin Trust $GBTC: $. billion   Investors have voted and they want a spot-based b coin ETF  ,0.6486,0.0,0.178,0.822
2021-11-22,274,42,".@obj will take his new salary 100% in #bitcoin, joining a cohort of NFL players paid in BTC.

@namcios covers the news:

https://t.co/BgaU80sdJ4",". will take his new salary % in  , joining a cohort of NFL players paid in BTC.   covers the news:  ",0.0,0.0,0.0,1.0
2021-11-22,51,8,"@nayibbukele @AdoptingBTC Get a free preview of the Deep Dive markets newsletter 🤿📬

Detailed insights into:
⛓️ On-chain accumulation trends
📊 Bitcoin derivatives markets
⛏️ The mining industry

👉 https://t.co/778xeqD9ek https://t.co/9nMv2tjg6j",  Get a free preview of the Deep Dive markets newsletter   Detailed insights into:  On-chain accumulation trends  B coin derivatives markets    mining industry    ,0.5106,0.0,0.148,0.852
2021-11-22,5441,892,"NEW – Construction of El Salvador's #Bitcoin City projected to cost $17 BILLION. That's over 300,000 $BTC 🤯 https://t.co/eVqdOsuDel","NEW – Construction of El Salvador's   C y projected to cost $ BILLION. That's over , $BTC  ",0.0,0.0,0.0,1.0
2021-11-21,1486,120,@Snowden #Bitcoin is universally acknowledged as community property and sets the standard for a decentralized digital asset. Everything else in the crypto economy should be judged by the bitcoin standard when considering the question of whether the token is property or a security.,   is universally acknowledged as commun y property and sets the standard for a decentralized dig al asset. Everything else in the crypto economy should be judged by the b coin standard when considering the question of whether the token is property or a secur y.,0.3612,0.0,0.059,0.941
2021-11-21,3675,567,"In August 2020, @TheRealTahinis adopted the #Bitcoin Standard, transforming their balance sheet from traditional cash &amp; credit to $BTC in order to shield themselves from inflation and gain an edge in the marketplace. Their story is inspirational. 🌻
https://t.co/MzZjEmLT7o","In August ,  adopted the   Standard, transforming their balance sheet from trad ional cash &amp; cred  to $BTC in order to shield themselves from inflation and gain an edge in the marketplace.  ir story is inspirational.  ",0.7717,0.0,0.169,0.831
2021-11-21,99,18,"@saylor For detailed insights into the #Bitcoin market, join the Deep Dive newsletter 🤿

We breakdown:
⛓️ On-chain data
💸 Derivates markets
⛏️ The mining industry

Preview FREE ➡️ https://t.co/778xeqlymM https://t.co/zY9cXqHphT"," For detailed insights into the   market, join the Deep Dive newsletter   We breakdown:  On-chain data  Derivates markets    mining industry  Preview FREE   ",0.7378,0.0,0.247,0.753
2021-11-20,299,22,"@udiWertheimer The only thing we need is #Bitcoin. Millions of businesses can offer products &amp; services (including investment ""smart"" contracts) to billions of people if they have access to a decentralized asset. We already have decentralized finance based on BTC, and system is growing rapidly.","   only thing we need is  . Millions of businesses can offer products &amp; services (including investment ""smart"" contracts) to billions of people if they have access to a decentralized asset. We already have decentralized finance based on BTC, and system is growing rapidly.",0.4939,0.0,0.097,0.903
2021-11-20,3018,441,"$BTC max supply: 21 million
$ZEC max supply: 21 million
$ZEN max supply: 21 million",$BTC max supply:  million $ZEC max supply:  million $ZEN max supply:  million,0.0,0.0,0.0,1.0
2021-11-20,1797,297,#Bitcoin is approaching 2022 in a bull market. — Bloomberg analyst https://t.co/YfPPOW0GX9,  is approaching  in a bull market. — Bloomberg analyst ,0.0,0.0,0.0,1.0
2021-11-19,4095,584,"The non-stop parade of #Bitcoin miners coming public is accelerating the adoption of BTC as an institutional reserve asset while rapidly upgrading the technical and political security of the network &amp; attracting billions of dollars in permanent capital. 💰
https://t.co/2qQ48sKPaO",  non-stop parade of   miners coming public is accelerating the adoption of BTC as an inst utional reserve asset while rapidly upgrading the technical and pol ical secur y of the network &amp; attracting billions of dollars in permanent cap al.  ,0.6808,0.0,0.131,0.869
2021-11-19,7041,1355,"This morning, @JoeSquawk &amp; I discussed #Bitcoin institutional adoption, #Crypto regulation, the sources of current market volatility, the demise of Gold, and the emergence of USD as the world’s digital currency &amp; BTC as the world’s dominant digital asset &amp; safe haven investment. https://t.co/VZImK0cP12","This morning,  &amp; I discussed   inst utional adoption,   regulation, the sources of current market volatil y, the demise of Gold, and the emergence of USD as the world’s dig al currency &amp; BTC as the world’s dominant dig al asset &amp; safe haven investment. ",0.6597,0.0,0.116,0.884
2021-11-19,10439,1888,"#Bitcoin is hope for #Turkey. The currency has lost a third of its value since March and declined for nine consecutive years. Conversion from TRY to USD will merely slow the collapse, while adoption of BTC will reverse the damage &amp; revitalize the economy.
https://t.co/01oZYAWWfd","  is hope for  .   currency has lost a third of  s value since March and declined for nine consecutive years. Conversion from TRY to USD will merely slow the collapse, while adoption of BTC will reverse the damage &amp; rev alize the economy. ",-0.5267,0.178,0.108,0.714
2021-11-19,5770,762,"Someone just moved 15,076 BTC worth over $800,000,000 for a fee of $1.01

The magic of #Bitcoin ✨","Someone just moved , BTC worth over $,, for a fee of $.    magic of   ",0.2263,0.0,0.137,0.863
2021-11-18,472,61,"@JasonPLowery The most likely scenario for the next decade is BTC emerging as the world reserve asset and demonetizing $100 Trillion of Silver, Gold, Art, Real Estate, Equity &amp; Bonds, while the USD expands as the world reserve currency &amp; demonetizes every currency other than EUR &amp; CNY.","   most likely scenario for the next decade is BTC emerging as the world reserve asset and demonetizing $ Trillion of Silver, Gold, Art, Real Estate, Equ y &amp; Bonds, while the USD expands as the world reserve currency &amp; demonetizes every currency other than EUR &amp; CNY.",0.4404,0.0,0.083,0.917
2021-11-18,2588,181,"@tferriss I spent a thousand hours considering the matter and concluded the best defense against inflation is #Bitcoin, the dominant digital asset network &amp; apex property option. I have purchased more than $3 billion of BTC in the past 15 months and expect to continue."," I spent a thousand hours considering the matter and concluded the best defense against inflation is  , the dominant dig al asset network &amp; apex property option. I have purchased more than $ billion of BTC in the past  months and expect to continue.",0.8074,0.0,0.21,0.79
2021-11-18,318,19,"@PeterLBrandt If you are converting from a weak asset into a strong asset, then the rational action is to continue investing your excess cash flows into your best option. Converting ARS to USD, or USD to SPY, or SPY to BTC, works continuously until the relative strength of the assets changes."," If you are converting from a weak asset into a strong asset, then the rational action is to continue investing your excess cash flows into your best option. Converting ARS to USD, or USD to SPY, or SPY to BTC, works continuously until the relative strength of the assets changes.",0.926,0.047,0.284,0.669
2021-11-18,64,10,"For detailed insights into #Bitcoin price action, join the Deep Dive markets newsletter 📩

We breakdown:
→ On-chain data ⛓️
→ Derivates markets 📈
→ The mining industry 🌋

Preview FREE here 👇
https://t.co/778xeqlymM https://t.co/H6GYxjNUwE","For detailed insights into   price action, join the Deep Dive markets newsletter   We breakdown: → On-chain data  → Derivates markets  →   mining industry   Preview FREE here   ",0.7378,0.0,0.229,0.771
2021-11-18,2769,446,NEW - Australian baseball giant to pay players in #bitcoin and hold $BTC on their balance sheet 🙌 https://t.co/JeDMqVXt0g,NEW - Australian baseball giant to pay players in   and hold $BTC on their balance sheet  ,-0.1027,0.091,0.0,0.909
2021-11-18,88,17,"@jordanbpeterson Get a FREE PREVIEW of our #Bitcoin markets newsletter, The Deep Dive 🤿

Readers get premium insights into:
→ Bitcoin derivatives markets 📊
→ The mining industry ⛏️
→ On-chain trends 🤓

➡️ https://t.co/FdyBqRBvSK https://t.co/uwkkjIAxzT"," Get a FREE PREVIEW of our   markets newsletter,   Deep Dive   Readers get premium insights into: → B coin derivatives markets  →   mining industry  → On-chain trends     ",0.6166,0.0,0.168,0.832
2021-11-18,3104,312,The CEO of the world’s largest ‘crypto’ exchange owns only two coins. One is #Bitcoin 👑 https://t.co/PPNzdYYknk,  CEO of the world’s largest ‘crypto’ exchange owns only two coins. One is    ,0.0,0.0,0.0,1.0
2021-11-17,23,5,"@APompliano @DylanLeClair_ ""The Deep Dive"" delivers the latest Bitcoin on-chain market intelligence directly to your inbox!
Check it out for free here!
https://t.co/778xeqlymM"," _ ""  Deep Dive"" delivers the latest B coin on-chain market intelligence directly to your inbox! Check   out for free here! ",0.7896,0.0,0.304,0.696
2021-11-17,675,70,"Cool to see Chief Meme Officer become a thing.

@nabs_labs thx for educating the world about crypto 🙏 https://t.co/LkCgYK86Ze",Cool to see Chief Meme Officer become a thing.  _labs thx for educating the world about crypto  ,0.5859,0.0,0.255,0.745
2021-11-16,10462,1213,#Gold is jewelry marketed by sales professionals for a commission. Buy #Bitcoin.,  is jewelry marketed by sales professionals for a commission. Buy  .,0.0,0.0,0.0,1.0
2021-11-16,18,2,"@APompliano @DylanLeClair_ For more detailed insights into #Bitcoin price action, join the Deep Dive markets newsletter ⚡️

Save 50% on your annual subscription using code ""POMP""

Join here ➡️ https://t.co/bgzCxkjXJB https://t.co/ab0IKrrugq"," _ For more detailed insights into   price action, join the Deep Dive markets newsletter   Save % on your annual subscription using code ""POMP""  Join here   ",0.765,0.0,0.275,0.725
2021-11-16,56,11,"@APompliano @DylanLeClair_ @Chris__McAlary For insights into on-chain data and #Bitcoin price action join The Deep Dive market newsletter 📊

Save on your annual subscription with code ""POMP""

🤿👉 https://t.co/bgzCxkjXJB https://t.co/M6It92TVBN"," _ __McAlary For insights into on-chain data and   price action join   Deep Dive market newsletter   Save on your annual subscription w h code ""POMP""    ",0.6597,0.0,0.221,0.779
2021-11-16,196,26,"""VanEck's product is the lowest-cost #Bitcoin-linked ETF on the market.""

@mcshane_writes:
https://t.co/pOLkbgaonP","""VanEck's product is the lowest-cost  -linked ETF on the market.""  _wr es: ",0.0,0.0,0.0,1.0
2021-11-16,21,4,"@APompliano @lopp @pete_rizzo_ Deep Dive readers enjoy exclusive daily insights into 👇

🌋 #Bitcoin mining
📜 On-chain trends
📊 Derivatives markets, and more!

Get a FREE PREVIEW 🤿 https://t.co/FdyBqRBvSK https://t.co/TXdtzTuavx","  _rizzo_ Deep Dive readers enjoy exclusive daily insights into      mining  On-chain trends  Derivatives markets, and more!  Get a FREE PREVIEW   ",0.852,0.0,0.368,0.632
2021-11-16,48,6,"🌋 Bitcoin miner accumulation trends
🔬 Observing on-chain indicators
💸 Breaking down derivatives, and more!

Get a FREE PREVIEW of our premium #Bitcoin  markets newsletter 🤿👉 https://t.co/778xeqlymM https://t.co/lbzyri9ql6"," B coin miner accumulation trends  Observing on-chain indicators  Breaking down derivatives, and more!  Get a FREE PREVIEW of our premium    markets newsletter   ",0.6812,0.0,0.195,0.805
2021-11-15,3120,516,JUST IN - Senators introduce bill to amend new #Bitcoin and crypto tax reporting rules. https://t.co/LuJJWb6b2d,JUST IN - Senators introduce bill to amend new   and crypto tax reporting rules. ,0.0,0.0,0.0,1.0
2021-11-15,179,32,"VanEck’s #bitcoin-linked ETF will be the third to launch in US markets while the SEC refuses to allow a spot offering.

@namcios covers the news:

https://t.co/542aR1kNcj",VanEck’s  -linked ETF will be the third to launch in US markets while the SEC refuses to allow a spot offering.   covers the news:  ,0.2263,0.0,0.079,0.921
2021-11-15,41,4,"Deep Dive subscribers enjoy exclusive daily insights on:

⛓ On-chain analytics
📊 Bitcoin derivatives markets
🌎 Global macro landscape 

Sign up today for a FREE weekly preview: https://t.co/778xeqlymM https://t.co/VbJDiCu2cO",Deep Dive subscribers enjoy exclusive daily insights on:   On-chain analytics  B coin derivatives markets  Global macro landscape   Sign up today for a FREE weekly preview:  ,0.8286,0.0,0.304,0.696
2021-11-15,764,72,"…then make iOS or Android devices auto connect to these routers. 

A startup may be able to do the same (crypto incentives help) and I know several are working on it. But with Apple/Google controlling routers plus phones it would be killer combo.",…then make iOS or Android devices auto connect to these routers.   A startup may be able to do the same (crypto incentives help) and I know several are working on  . But w h Apple/Google controlling routers plus phones   would be killer combo.,-0.743,0.136,0.038,0.826
2021-11-14,1789,168,"@WClementeIII #Bitcoin volatility is going to decrease as institutional adoption continues. The current volatility is a function narrow distribution, excessive leverage, exposure to other crypto assets, and asymmetric tax, accounting, banking, &amp; exchange standards vs. gold &amp; equity indexes.","   volatil y is going to decrease as inst utional adoption continues.   current volatil y is a function narrow distribution, excessive leverage, exposure to other crypto assets, and asymmetric tax, accounting, banking, &amp; exchange standards vs. gold &amp; equ y indexes.",0.1779,0.0,0.046,0.954
2021-11-13,636,96,"Over 3,000 open roles at 148 crypto companies around the world, including ~200 jobs at @DCGco and our subsidiaries

https://t.co/tXl8Z7469N","Over , open roles at  crypto companies around the world, including ~ jobs at  and our subsidiaries  ",0.0,0.0,0.0,1.0
2021-11-12,5678,776,"This Statement on DeFi Risks, Regulations, and Opportunities by SEC Commissioner Caroline A. Crenshaw is instructive. No existing DeFi platforms are deemed compliant at this time &amp; regulation is coming. The only investment grade crypto-asset is #Bitcoin.

https://t.co/E0gP10AHfP","This Statement on DeFi Risks, Regulations, and Opportun ies by SEC Commissioner Caroline A. Crenshaw is instructive. No existing DeFi platforms are deemed compliant at this time &amp; regulation is coming.   only investment grade crypto-asset is  .  ",-0.5106,0.112,0.0,0.888
